id,name,t_country,t_city,t_year,bucket,p_country,p_city,p_year,p_team
1489207,Shopping City Suceava,Romania,Suceava,2008,verified_pb,Romania,Suceava,2007.0,51-200
496058,cloopio,Germany,Berlin,2023,verified_cb,Unknown,Unknown,2018.0,1-10
615315,AutomateExcel.com,United States,Pittsburgh,2004,verified_cb,Unknown,Unknown,2016.0,1-10
21461,David AI (Delaware),United States,Dover,2024,verified_pb,United States,Wilmington,2020.0,11-50
1302085,Fano Bryghus,Denmark,FanÃ¸,2009,verified_pb,Denmark,Copenhagen,2015.0,1-10
304055,Graffletopia,United States,San Diego,2006,verified_cb,United States,San Francisco,2010.0,1-10
254718,Integrated Pharma Services,United States,Frederick,2018,verified_cb,United States,Boston,2012.0,11-50
440490,Terranova Digital,United Kingdom,Glossop,2006,verified_cb,United States,Austin,2015.0,11-50
633300,Inti Dharma Global Indo,Indonesia,Kedoya Selatan,2018,verified_cb,Indonesia,Jakarta,2018.0,1-10
485330,Trust Your Talent,Canada,Edmonton,2019,verified_cb,United States,New York,2017.0,1-10
1596807,S2 Associates,United States,Napa,1996,verified_cb,United States,New York,2008.0,11-50
455837,Flex Software Consulting,Malaysia,Bukit Mertajam,2010,verified_cb,Malaysia,Penang,2010.0,11-50
1509157,medical2market,Netherlands,Zwolle,2011,verified_pb,Germany,Berlin,2014.0,51-200
181726,European Recruitment,United Kingdom,Brighton,2009,verified_cb,United Kingdom,London,2010.0,51-200
557165,Brascon Soluções em Resíduos,Brazil,Boa Viagem,2011,verified_cb,Brazil,São Paulo,2005.0,11-50
120104,The Silicon Partners Inc,United States,Folsom,2016,verified_cb,United States,San Jose,2008.0,51-200
103855,Data Does Good,United States,Brooklyn,2016,verified_cb,United States,San Francisco,2017.0,11-50
45930,Audiowings,United Kingdom,London,2013,verified_cb,United Kingdom,London,2014.0,11-50
1309766,Sterling Planet,United States,Alpharetta,2000,verified_pb,United States,Atlanta,2001.0,51-200
1390804,HostingKompagniet,Denmark,Herlev,2005,verified_pb,Denmark,Copenhagen,2000.0,11-50
48678,Discuss.io,United States,Seattle,2012,verified_cb,United Kingdom,London,2013.0,51-200
80971,Descifra,Mexico,Mexico City,2012,verified_cb,Spain,Madrid,2015.0,11-50
334552,Tiesports,Portugal,Lisboa,2018,verified_cb,Portugal,Lisbon,2018.0,11-50
28462,Cart2Cart,Ukraine,Ternopil,2009,verified_cb,Ukraine,Kyiv,2012.0,51-200
137916,Imagination Unwired,United States,Dallas,2015,verified_cb,United States,San Francisco,2010.0,11-50
153006,Hal,United States,New York,2018,verified_cb,United States,San Francisco,2012.0,11-50
1450115,Qala Africa,South Africa,nan,2021,verified_pb,Kenya,Nairobi,2021.0,11-50
412119,Shuxin Network,China,Hangzhou,2020,verified_cb,China,Beijing,2015.0,51-200
1424437,Lake Villa Tire & Service,United States,Lake Villa,2017,verified_pb,United States,Lake Villa,2005.0,1-10
1462027,NuWater,South Africa,Cape Town,2008,verified_pb,South Africa,Johannesburg,2010.0,11-50
425327,Italian Center for Research on Microbiota and Microbiology,Italy,Milano,2022,verified_cb,Italy,Bologna,2018.0,11-50
1359147,Intercept Telehealth,United States,Weston,2017,verified_pb,United States,Phoenix,2016.0,51-200
1362058,Ulna Nord,Germany,Hamburg,2000,verified_pb,Italy,Milan,2010.0,1-10
1498547,MarketFriends,United States,nan,2009,verified_pb,United States,Unknown,2010.0,11-50
240688,The Blinx,Hong Kong,Hong Kong,2020,verified_cb,Philippines,Manila,2015.0,11-50
306484,CONNECT Professional Services,Egypt,Cairo,2009,verified_cb,United States,Unknown,2005.0,51-200
292039,HOWS,Japan,Tokyo,2005,verified_cb,United States,Unknown,2008.0,11-50
270314,HireBrain,United States,Charlotte,2019,verified_cb,United States,San Francisco,2018.0,51-200
530997,Cnet Solutions,India,Pune,2020,verified_cb,United States,Unknown,2010.0,51-200
1545248,Player2,United States,Dover,2024,verified_pb,United States,Unknown,2019.0,11-50
524870,Syncaru,United States,Palo Alto,2023,verified_cb,United States,San Francisco,2021.0,1-10
111752,My Bespoke Room,United Kingdom,London,2013,verified_cb,United Kingdom,London,2016.0,11-50
1529789,The APP Company,United States,Palos Verdes Estates,2008,verified_pb,United States,Unknown,2015.0,11-50
40372,Third Street Works,United States,San Francisco,2011,verified_cb,United States,California,2010.0,11-50
1376987,The Chemours Chenguang,China,Shanghai,2004,verified_pb,China,Shanghai,2015.0,201-500
442541,Rani Wise Consulting,United States,Boston,2014,verified_cb,United States,New York,2015.0,11-50
643783,Kuna Family,Ukraine,Kyiv,2014,verified_cb,United States,San Francisco,2018.0,11-50
241916,The Astral Consulting Group,United States,Raleigh,2020,verified_cb,United States,Los Angeles,2016.0,11-50
399002,RealityMatters,Belgium,Mechelen,2015,verified_cb,Japan,Tokyo,2005.0,201-500
1325887,Hitachi Construction Machinery Finance,Indonesia,Bekasi,2008,verified_pb,United States,Denver,2017.0,1-10
1478710,Dogecoin Cash,United States,Mesquite,2005,verified_pb,Finland,Helsinki,2012.0,11-50
50409,Spinfy,Finland,Oulu,2011,verified_cb,United Kingdom,London,2010.0,11-50
311853,Boxing Clever,United Kingdom,London,2021,verified_cb,,,,
106261,Mr.Gig.it,Italy,L'aquila,2016,verified_cb,Italy,Unknown,2015.0,11-50
80696,Health Please,India,Pune,2015,verified_cb,India,Unknown,2014.0,11-50
1284504,Brimen,United States,New York,2013,verified_pb,Unknown,Unknown,2015.0,1-10
189259,ORYX RESEARCH GROUP,United States,Chicago,2019,verified_cb,Unknown,Unknown,2016.0,11-50
230292,STMLoop International,Morocco,Tangier,2019,verified_cb,South Africa,Unknown,2016.0,11-50
559006,Ideal Calibrations,United States,Melvindale,2009,verified_cb,United States,Unknown,2010.0,1-10
282096,Penguin Internet,United Kingdom,Rumney,2005,verified_cb,Unknown,Unknown,2005.0,1-10
135241,Big Data Block,United States,Oak Park,2017,verified_cb,Unknown,Unknown,2016.0,11-50
1371272,TvÃ¤ttcenter i LidkÃ¶ping,Sweden,Lidkoping,2009,verified_pb,Sweden,Lidköping,2010.0,1-10
1407890,Kohrener Landmolkerei,Germany,Penig,2009,verified_pb,Germany,Unknown,2005.0,11-50
1321035,Rismark International,Australia,Sydney,2003,verified_pb,Australia,Sydney,2000.0,51-200
1548792,Breksey,United States,Mesa,2024,verified_pb,United States,San Francisco,2020.0,11-50
1505572,Han Chi Logistics,China,Shanghai,2006,verified_pb,Hong Kong,Hong Kong,2005.0,51-200
1341868,BL EntreprenÃ¸r,Norway,Tiller,2007,verified_pb,Denmark,Copenhagen,2010.0,11-50
52181,Akaoni Studio,Spain,Valencia,2009,verified_cb,Japan,Tokyo,2008.0,11-50
288986,BNL,United States,Sterling,2001,verified_cb,United States,Washington,2015.0,51-200
354622,Animal Labs,United States,Oakland,2017,verified_cb,United States,Austin,2016.0,11-50
555707,World Top Docs,United States,Beverly Hills,2020,verified_cb,United States,New York,2017.0,11-50
1424596,Nelson Family Orthodontics,United States,San Marcos,2014,verified_pb,United States,Sacramento,1995.0,1-10
1375452,Monday 2 Sunday,Sweden,Stockholm,2015,verified_pb,United Kingdom,London,2018.0,11-50
1457931,5GenCare,Hong Kong,Kowloon,2020,verified_pb,India,Bangalore,2015.0,51-200
1526460,BioCoach,United States,Minneapolis,2018,verified_pb,United States,San Francisco,2021.0,11-50
492378,Talking Folio,United States,Tampa,2019,verified_cb,United States,New York,2019.0,1-10
1446910,Cognio,United States,Germantown,2000,verified_pb,United States,Austin,2018.0,11-50
595224,Yaba-In,Cameroon,Bangangté,2018,verified_cb,Nigeria,Lagos,2016.0,11-50
636954,Innotek,Indonesia,Surabaya,2013,verified_cb,India,Bangalore,2014.0,11-50
567922,Danfishel,United Kingdom,London,2019,verified_cb,India,Mumbai,2012.0,1-10
235103,M Crest,Japan,Tokyo,2014,verified_cb,India,Pune,2017.0,11-50
1301446,GebrÃ¼der Stitch,Austria,Vienna,2010,verified_pb,Germany,Berlin,2020.0,1-10
369743,IntelVerse,Ukraine,Kyiv,2018,verified_cb,India,Bangalore,2018.0,11-50
472869,B2X Central,United States,Garland,2001,verified_cb,United States,Unknown,2000.0,51-200
1445570,BabyTree,China,Beijing,2006,verified_pb,China,Beijing,2007.0,201-500
293741,Metro Security,United States,Provo,2019,verified_cb,United States,Unknown,2000.0,11-50
1523136,Tulip Cremation,United States,San Francisco,2017,verified_pb,United States,Unknown,2020.0,11-50
86057,DFT Games Studios,Ireland,Dunmore,2009,verified_cb,Ireland,Dublin,2018.0,11-50
523075,Solhidrica,Mexico,Apodaca,2011,verified_cb,Spain,Unknown,2000.0,51-200
17684,Maxieye,China,Ningbo,2016,verified_pb,China,Beijing,2016.0,51-200
519546,Royalty Finance,United Kingdom,London,2021,verified_cb,United States,Unknown,2021.0,1-10
568840,OutThought,Australia,Adelaide,2017,verified_cb,United States,Unknown,2018.0,11-50
143479,Eventix,Netherlands,Amsterdam,2015,verified_cb,Unknown,Unknown,2015.0,11-50
352011,F4 IT,United Kingdom,Grimsby,2013,verified_cb,Unknown,Unknown,2010.0,11-50
443319,Studio Service Group,United States,Atlanta,2017,verified_cb,United States,Unknown,2005.0,11-50
1380651,GOG,Poland,Warsaw,2008,verified_pb,Poland,Warsaw,2008.0,201-500
1488882,Finhaus Financial Solutions,South Africa,Bellville,2006,verified_pb,Unknown,Unknown,2010.0,11-50
490967,Bighub,Spain,Huelva,2020,verified_cb,Unknown,Unknown,2015.0,11-50
72696,Sysfore,India,Bangalore,2004,verified_cb,India,Bangalore,2010.0,51-200
503402,Nector,United States,New York,2021,verified_cb,Unknown,Unknown,2018.0,11-50
635497,ASG Training Center,Argentina,Comandante Luis Piedra Buena,2001,verified_cb,Unknown,Unknown,2005.0,51-200
20435,Vayu Robotics,United States,Palo Alto,2023,verified_pb,Unknown,Unknown,2018.0,11-50
1320092,Gratifii,Australia,Sydney,2008,verified_pb,Unknown,Unknown,2012.0,11-50
63799,SkyList,United States,Morton Grove,2013,verified_cb,United States,New York,2015.0,11-50
58842,Stample,France,Paris,2011,verified_cb,France,Paris,2013.0,11-50
183289,Hencol,Sweden,Grebbestad,2010,verified_cb,Netherlands,Amsterdam,2016.0,11-50
415983,Kapela,France,Saint-cloud,2004,verified_cb,Poland,Warsaw,2012.0,51-200
49988,Jets.com,United States,New York,2008,verified_cb,United States,Los Angeles,2010.0,51-200
1282923,Barqo,Netherlands,Amsterdam,2014,verified_pb,France,Paris,2017.0,11-50
281179,Xempla,Australia,Melbourne,2017,verified_cb,United Kingdom,London,2018.0,11-50
1537070,Capa (Financial Software),United States,Wilminglton,2021,verified_pb,United States,San Francisco,2021.0,11-50
169545,Realista,Japan,Tokyo,2011,verified_cb,Japan,Tokyo,2012.0,1-10
352656,The Upstarters,United Kingdom,London,2017,verified_cb,United States,Austin,2016.0,11-50
